mandate_id,strategy,initial_amount,recovered_amount,recovered_boolean,attempt_count,retry_budget_exhausted,stop_reason,policy_violation_count,execution_error_count
d6cd3155-08a8-ac7f-8621-38ad0f09105c,SmartHeuristic,110.25,110.25,True,1,False,Recovered,369,0
e9aa144b-9dd4-3675-ef14-5064aab07015,SmartHeuristic,726.8,0.0,False,3,True,Budget Exhausted,1479,0
0406ff44-7ce4-0679-a8c6-dbc07bb3447b,SmartHeuristic,369.72,0.0,False,3,True,Budget Exhausted,1479,0
cb80f288-446f-64dd-5abc-a6e5d0b1e3eb,SmartHeuristic,44.15,44.15,True,1,False,Recovered,369,0
4ccb2355-39d1-c7ff-b27e-1442fd7fe973,SmartHeuristic,130.03,130.03,True,1,False,Recovered,369,0
d867888b-7ff6-b824-152a-eaec2bdfcb41,SmartHeuristic,418.93,418.93,True,1,False,Recovered,369,0
47c68688-ecf3-2053-af36-b8cc13087974,SmartHeuristic,342.2,0.0,False,3,True,Budget Exhausted,1479,0
a879d8f8-9042-2eb7-8b04-0f53e63949d4,SmartHeuristic,588.66,0.0,False,3,True,Budget Exhausted,1479,0
3508507a-f622-d842-0402-2b3c508211a5,SmartHeuristic,778.73,778.73,True,3,True,Recovered,1108,0
9d264599-c4dd-8df5-9aec-56a857311609,SmartHeuristic,143.11,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
16591c89-21eb-faa9-1a2b-d69c450f69ee,SmartHeuristic,174.81,174.81,True,2,False,Recovered,738,0
8e969227-72e7-6b51-6e54-ac6d2ff8e87e,SmartHeuristic,130.89,0.0,False,3,True,Budget Exhausted,1479,0
c777a07f-6346-d4ef-69ef-74e34ab6821c,SmartHeuristic,153.84,0.0,False,3,True,Budget Exhausted,1479,0
8f3dc97f-e6b0-da0a-b98f-5dbe15aede0f,SmartHeuristic,563.96,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
46a56fe8-6f46-f1b1-2ace-1aa9103246b3,SmartHeuristic,82.51,0.0,False,3,True,Budget Exhausted,1479,0
c85cd714-7bf6-9552-4cbc-90446bcd5ce7,SmartHeuristic,552.31,0.0,False,3,True,Budget Exhausted,1479,0
75366b9f-320f-72c0-9dde-01889803b22e,SmartHeuristic,314.88,314.88,True,1,False,Recovered,369,0
d773f98d-550c-2fe9-654c-11d9f2e61828,SmartHeuristic,569.69,569.69,True,1,False,Recovered,369,0
6e3cdd4f-55b1-45e4-70b2-7304545cd88d,SmartHeuristic,695.27,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
2d79a2d1-506e-50c7-7aa0-61e9336b00cb,SmartHeuristic,70.12,70.12,True,3,True,Recovered,1108,0
51b30182-f7fe-604f-65f3-0779f6ee5cdb,SmartHeuristic,110.3,0.0,False,3,True,Budget Exhausted,1479,0
33261887-9058-81df-ee9b-f3e11d27c09a,SmartHeuristic,582.2,582.2,True,1,False,Recovered,369,0
40afbf3f-3df5-1967-4d86-70bda2224f96,SmartHeuristic,287.47,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0
2a9528c3-5ae1-dbad-aa29-60fda85894df,SmartHeuristic,394.34,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
1b1f2eb1-6e32-55a8-cbd5-cc86f73936e9,SmartHeuristic,250.74,0.0,False,3,True,Budget Exhausted,1479,0
38d5101f-423c-ad9d-193e-478302b34254,SmartHeuristic,838.28,0.0,False,3,True,Budget Exhausted,1479,0
768b4f7e-6421-5e66-5fc6-4cd0721e8b1f,SmartHeuristic,431.98,431.98,True,1,False,Recovered,369,0
4ba17233-1ac3-bf31-7b96-e2d10649bcf6,SmartHeuristic,49.76,49.76,True,1,False,Recovered,369,0
57d337d3-4fd8-0bbb-592c-11072444d301,SmartHeuristic,234.43,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
0b705933-4cde-1b6b-1132-567c51a40d2a,SmartHeuristic,715.1,0.0,False,3,True,Budget Exhausted,1479,0
05c8234b-1d76-3a66-b5f5-9cb0cf685878,SmartHeuristic,163.91,0.0,False,3,True,Budget Exhausted,1479,0
a84554c3-a3f6-6c61-2fb7-0dab2f383b43,SmartHeuristic,586.4,586.4,True,3,True,Recovered,1108,0
0123a348-638a-bdf6-6df7-2cd3979aa051,SmartHeuristic,41.53,41.53,True,2,False,Recovered,738,0
7d4ed26e-dcd5-bfae-abb3-16a743299780,SmartHeuristic,380.63,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0
503b4078-a39c-9ec6-f746-4c02871854c1,SmartHeuristic,259.2,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
8991b01a-a2b0-3c4b-7c96-6b552f8d8ded,SmartHeuristic,36.82,36.82,True,3,True,Recovered,1108,0
8fc3d7d3-f6bd-80c7-624a-2a50d0b1fde0,SmartHeuristic,83.06,83.06,True,1,False,Recovered,369,0
8b0901ab-c66d-ceb3-4494-5e091d3ca5a4,SmartHeuristic,549.23,0.0,False,3,True,Budget Exhausted,1479,0
0840405a-ffd2-f491-dff3-89aa4c36a70c,SmartHeuristic,252.9,252.9,True,2,False,Recovered,738,0
f3d04ffb-4470-9848-929e-cc924a11be44,SmartHeuristic,359.15,359.15,True,1,False,Recovered,369,0
600b4b35-6a0a-a7d5-a0b8-575544caa5a2,SmartHeuristic,751.14,0.0,False,3,True,Budget Exhausted,1479,0
cb6ad0c7-a235-6dd4-1355-08d073b5bad5,SmartHeuristic,426.2,0.0,False,3,True,Budget Exhausted,1479,0
94fb09f0-53c9-3ae7-7cf0-7bb3f343d9eb,SmartHeuristic,19.08,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
cbb18c79-1036-708d-d9a0-90075bb47c18,SmartHeuristic,196.16,0.0,False,3,True,Budget Exhausted,1479,0
f7d7465d-37c3-b3c9-65d0-b51788d00abd,SmartHeuristic,222.26,0.0,False,3,True,Budget Exhausted,1479,0
7ea5a387-363b-e5cb-d329-37246dfd171a,SmartHeuristic,31.22,31.22,True,3,True,Recovered,1108,0
216e9fe5-93f3-7596-8c1c-8b0556771f36,SmartHeuristic,34.2,34.2,True,1,False,Recovered,369,0
c9ce44bd-7c3f-1add-da38-5db590eeb067,SmartHeuristic,366.03,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
28719b9b-db8f-0e32-edef-50031fce01e3,SmartHeuristic,491.8,491.8,True,1,False,Recovered,369,0
fee5ce69-33cb-202e-6d84-414df54191ea,SmartHeuristic,885.04,885.04,True,1,False,Recovered,369,0
a0279a18-6576-a410-0d41-ee472a5fda18,SmartHeuristic,73.71,0.0,False,3,True,Budget Exhausted,1479,0
c156e501-b30e-96e8-b9da-5f8c4e35da80,SmartHeuristic,207.52,0.0,False,3,True,Budget Exhausted,1479,0
36a2c52b-0047-3139-185d-f528b4258e19,SmartHeuristic,496.03,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0
7a4a902f-21d6-3b0f-b1ac-040d6c1cc405,SmartHeuristic,372.71,372.71,True,2,False,Recovered,738,0
16de66c9-6210-def6-3a9c-43081221cddf,SmartHeuristic,159.78,159.78,True,1,False,Recovered,369,0
9c3de1b0-022b-6683-9033-da6587cf63fd,SmartHeuristic,281.24,281.24,True,3,True,Recovered,1108,0
3f87dfc2-1591-52f2-a505-da9c46e75a2c,SmartHeuristic,100.8,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
f0f7ad22-c76a-8e0f-48f0-91f09b8b38ae,SmartHeuristic,310.25,0.0,False,3,True,Budget Exhausted,1479,0
d8d994b8-d90f-74e9-06dd-f6cab0c30a59,SmartHeuristic,689.82,689.82,True,3,True,Recovered,1108,0
a56b61e0-4ba8-a4ca-6449-cb6fbf72ae52,SmartHeuristic,632.21,632.21,True,1,False,Recovered,369,0
a3595d1f-7fe4-a42e-3db7-88a61cdcc4c2,SmartHeuristic,169.89,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0
15669e36-4708-203b-2716-10c19db54283,SmartHeuristic,392.2,392.2,True,1,False,Recovered,369,0
ebc1bb52-82e4-dd4a-143a-c1c54f560ed5,SmartHeuristic,902.62,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
27c6cbb1-cedd-069d-f96c-9a0a3404c02a,SmartHeuristic,61.38,0.0,False,3,True,Budget Exhausted,1479,0
55c34853-0783-e43c-e65f-ad87c57c7498,SmartHeuristic,405.74,405.74,True,1,False,Recovered,369,0
7f0386fa-13ba-dc91-a0a5-fde6939f71a2,SmartHeuristic,483.36,0.0,False,3,True,Budget Exhausted,1479,0
0e3141ec-5c31-1464-82c2-99f07487d772,SmartHeuristic,193.78,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0
ac5f12ef-8085-c147-1e91-0f365f705b25,SmartHeuristic,429.25,0.0,False,3,True,Budget Exhausted,1479,0
f8cbab4c-9779-0e84-5e47-2e2276c3e642,SmartHeuristic,77.16,0.0,False,3,True,Budget Exhausted,1479,0
c6a07656-c5c9-fb91-ff6e-f9ed7e4ce29f,SmartHeuristic,386.98,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
061efb95-68f8-2063-eeb1-9ad201a1fb0f,SmartHeuristic,420.15,420.15,True,1,False,Recovered,369,0
bcf2fc3b-d958-74c2-6053-8c1ba84510a1,SmartHeuristic,31.13,0.0,False,3,True,Budget Exhausted,1479,0
34879e41-1a9c-672a-4eb9-047dba2ac3d9,SmartHeuristic,577.11,0.0,False,3,True,Budget Exhausted,1479,0
47a2a10b-b62e-db49-2472-96a4ff38b918,SmartHeuristic,64.38,0.0,False,3,True,Budget Exhausted,1479,0
69be173a-850e-f0ad-d872-f72ee5b4a1ae,SmartHeuristic,141.36,141.36,True,2,False,Recovered,738,0
755d814b-5f5b-a255-e544-9887b36ab3ed,SmartHeuristic,73.38,0.0,False,3,True,Budget Exhausted,1479,0
f18cccdc-131e-b723-3bcd-f203459ee674,SmartHeuristic,78.2,0.0,False,3,True,Budget Exhausted,1479,0
c5285425-c7a9-f33c-22d8-39d333e4f986,SmartHeuristic,256.0,0.0,False,3,True,Budget Exhausted,1479,0
b46788bd-d38e-13e4-4de1-087bafa14a55,SmartHeuristic,187.19,0.0,False,3,True,Budget Exhausted,1479,0
38e7e019-fb89-86c8-c7ec-fe71d49347fc,SmartHeuristic,47.75,47.75,True,1,False,Recovered,369,0
329fc417-1081-3d45-ff45-f8a20594b24f,SmartHeuristic,124.49,124.49,True,1,False,Recovered,369,0
1f5df912-54e0-7431-cf13-3b65d450afa2,SmartHeuristic,403.74,403.74,True,1,False,Recovered,369,0
0cf697a5-7603-c36c-f139-4e3c0aee2557,SmartHeuristic,295.54,295.54,True,1,False,Recovered,369,0
9d3616a1-08de-c921-260c-b547e2280fe3,SmartHeuristic,210.15,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
a5b40983-3eeb-c04a-9df2-372e9e825aae,SmartHeuristic,254.82,0.0,False,3,True,Budget Exhausted,1479,0
1674eb65-0f9c-5300-7aa1-c5678cf9eea9,SmartHeuristic,30.3,30.3,True,3,True,Recovered,1108,0
fe7c80e9-a179-1e93-3fc8-25ac869bc00f,SmartHeuristic,580.69,580.69,True,2,False,Recovered,738,0
04ffeab2-cb7b-0b3a-8b2d-158acd5ae324,SmartHeuristic,229.51,229.51,True,3,True,Recovered,1108,0
b4157cea-0738-8ba4-9770-a3dbe9fa97e2,SmartHeuristic,309.51,0.0,False,3,True,Budget Exhausted,1479,0
9a069295-3b8d-3447-0e61-065f171b1b80,SmartHeuristic,46.04,46.04,True,1,False,Recovered,369,0
9d37efb6-eafb-3e90-54ec-84ce002ccb25,SmartHeuristic,475.17,475.17,True,1,False,Recovered,369,0
cd6bb03b-eb35-37a0-2d6e-0291b7893986,SmartHeuristic,128.63,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
96053035-6545-c030-a981-fa54f121e129,SmartHeuristic,816.78,0.0,False,3,True,Budget Exhausted,1479,0
92a54d04-f2dd-e1f5-b3b6-d344f2e3c6f0,SmartHeuristic,286.65,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
13eb22c9-bece-d21a-54c7-743b2401342a,SmartHeuristic,749.36,749.36,True,1,False,Recovered,369,0
b86d066b-1ba8-27c6-c97a-24ad41b455b8,SmartHeuristic,29.5,29.5,True,2,False,Recovered,738,0
702f31e5-62cc-c604-0c53-644b0053f649,SmartHeuristic,505.83,0.0,False,3,True,Budget Exhausted,1479,0
2a9527f6-f817-0ebf-6b6e-64c5bb8aa843,SmartHeuristic,378.11,0.0,False,3,True,Budget Exhausted,1479,0
8a45a905-badf-9397-ecf2-6429b8d77d2f,SmartHeuristic,272.49,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
4c2272f3-4811-e562-a91c-f19243e8644b,SmartHeuristic,90.04,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0
7daec949-d700-b461-8cb6-b0ba925f8199,SmartHeuristic,106.02,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
fa207403-4ab4-27e3-a360-76812bbba89d,SmartHeuristic,584.95,584.95,True,1,False,Recovered,369,0
1d91fe39-d801-4004-793b-ed1b14f9c394,SmartHeuristic,141.76,141.76,True,1,False,Recovered,369,0
6334fa2a-8b4b-d7e7-a451-5ae01754bf08,SmartHeuristic,886.54,886.54,True,1,False,Recovered,369,0
61a66444-e2af-a629-5efb-336e2f546033,SmartHeuristic,68.17,0.0,False,3,True,Budget Exhausted,1479,0
907276ea-44c0-7a9a-d64a-cb1f39eb038a,SmartHeuristic,475.23,475.23,True,2,False,Recovered,738,0
ab0b4cc5-15f0-ea19-18c1-80d2aadf3692,SmartHeuristic,141.16,141.16,True,1,False,Recovered,369,0
3a3e46b0-96f8-4ff7-c1a7-2883f8802878,SmartHeuristic,502.7,0.0,False,3,True,Budget Exhausted,1479,0
6319629b-d73e-7bb9-0f9c-a17b8db8dadf,SmartHeuristic,355.71,355.71,True,1,False,Recovered,369,0
efb56207-ddec-c40b-afe3-af13891778e8,SmartHeuristic,31.81,31.81,True,1,False,Recovered,369,0
6511e61a-1436-65f5-4c81-926079ec533c,SmartHeuristic,247.39,247.39,True,3,True,Recovered,1108,0
08e3f771-b6dc-bd05-da9b-ccc1e71c681a,SmartHeuristic,865.64,0.0,False,3,True,Budget Exhausted,1479,0
844e250b-e684-390c-923b-78208089b8c5,SmartHeuristic,222.91,0.0,False,3,True,Budget Exhausted,1479,0
d2938e6e-ff4d-0930-33b0-fb536f75ee8a,SmartHeuristic,409.21,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
98550b1e-d588-1c1c-25db-5946a091e5b4,SmartHeuristic,398.4,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
8d536c75-65b9-0e94-8e6d-e263635a775d,SmartHeuristic,410.03,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
1cce08e9-6b6a-8061-c81c-8d3185c69fbf,SmartHeuristic,50.79,50.79,True,1,False,Recovered,369,0
ec4e8cbb-a2aa-378c-659e-0258814ff657,SmartHeuristic,193.36,0.0,False,3,True,Budget Exhausted,1479,0
3defa7ba-07d2-fd4d-ae61-716a1fb621ae,SmartHeuristic,619.43,619.43,True,2,False,Recovered,738,0
0cb5ee5c-62f5-f7c2-0706-fec248fa4e98,SmartHeuristic,96.41,96.41,True,2,False,Recovered,738,0
34ec5264-ad7d-6f81-39a0-f145a5bab050,SmartHeuristic,24.7,24.7,True,2,False,Recovered,738,0
8fbba749-5fcd-859e-d6e1-8109d7e174e6,SmartHeuristic,849.55,849.55,True,1,False,Recovered,369,0
7b53359e-1bac-bd0d-af35-b30b4c68eb17,SmartHeuristic,686.23,686.23,True,1,False,Recovered,369,0
30385dd7-4c7d-9313-a6c6-81b0e4729be5,SmartHeuristic,6.11,0.0,False,3,True,Budget Exhausted,1479,0
3d846fc9-c3f6-2136-846d-5a3b2661c426,SmartHeuristic,172.27,0.0,False,3,True,Budget Exhausted,1479,0
6772fe9f-999b-c859-cf5e-0f0bcd67b5df,SmartHeuristic,459.91,459.91,True,1,False,Recovered,369,0
afb28b3d-38ec-cb4d-b69f-5eabb9ff2c29,SmartHeuristic,295.73,0.0,False,3,True,Budget Exhausted,1479,0
38e59b27-16dc-5a6e-a789-077055ec024a,SmartHeuristic,837.15,837.15,True,1,False,Recovered,369,0
1e26ed31-d9e9-2758-76b9-04364b46ef33,SmartHeuristic,87.86,87.86,True,1,False,Recovered,369,0
a267d32f-ddcb-f4bc-0dbd-c5da787515b9,SmartHeuristic,37.61,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0
69c165ae-4c61-0ae8-87a3-7f1061b512ed,SmartHeuristic,110.24,110.24,True,1,False,Recovered,369,0
503be788-2d44-5af8-fc94-76b1a18b5d15,SmartHeuristic,960.91,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
3610901c-2196-b3b5-fc21-109bba27bc64,SmartHeuristic,141.4,141.4,True,2,False,Recovered,738,0
980b6853-0c70-31eb-9f85-c2dd88e44a48,SmartHeuristic,741.33,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
349b5089-2733-5670-b3ad-a2ba797209c0,SmartHeuristic,368.73,368.73,True,1,False,Recovered,369,0
19d9d0b5-a962-d996-6bbe-3b5a4d15f7d8,SmartHeuristic,282.96,0.0,False,3,True,Budget Exhausted,1479,0
16c8e3d7-abf0-263e-0343-8b6400b3700f,SmartHeuristic,60.4,0.0,False,3,True,Budget Exhausted,1479,0
13365c0c-82ff-1f2e-c78f-07cf170fa87b,SmartHeuristic,20.96,20.96,True,2,False,Recovered,738,0
ad409244-cd35-66ef-5c37-07394a629c5e,SmartHeuristic,773.18,0.0,False,3,True,Budget Exhausted,1479,0
1dabb10a-bd10-f87c-6d0e-0597500d92a7,SmartHeuristic,128.08,0.0,False,3,True,Budget Exhausted,1479,0
bbaa574f-e0e3-c5ce-44af-ecb79f2ebefc,SmartHeuristic,623.96,0.0,False,3,True,Budget Exhausted,1479,0
57bcad3a-d0a1-7fe8-5f64-2a5317cba85d,SmartHeuristic,183.64,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0
c7774fae-6137-58c3-9c7f-aca62e671784,SmartHeuristic,194.99,0.0,False,3,True,Budget Exhausted,1479,0
