mandate_id,amount,prediction_mode,failure_type,smart_candidate,ml_probability_candidate,ml_ev_candidate,smart_predicted_probability,ml_probability_predicted_probability,ml_ev_predicted_probability,smart_EV,ml_probability_EV,ml_EV,smart_outcome,ml_probability_outcome,ml_ev_outcome,agree_s_p,agree_s_e,agree_p_e,all_agree
d093ac66-d292-4d69-9b69-9729f6b2df0d,110.25,population,unknown,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.37993774403467745,0.408131436101631,0.408131436101631,41.888136279823186,44.99649083020482,44.99649083020482,1,1,1,False,False,True,False
57061b9d-aba3-454d-9d14-4cb2359b5382,726.8,population,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.3038308710148124,0.3297120638981956,0.3297120638981956,220.82427705356562,239.63472804120852,239.63472804120852,0,0,0,False,False,True,False
4da24d6a-bed8-4212-a1a7-e75b200cda83,369.72,population,insufficient_funds,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.29964139654645155,0.29964139654645155,0.29964139654645155,110.78341713115408,110.78341713115408,110.78341713115408,0,0,0,True,True,True,True
bdb49c4f-9cae-4eb4-8c5b-1d31228645ec,44.15,population,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.28774972612359273,0.31272628974637934,0.31272628974637934,12.704150408356618,13.806865692302647,13.806865692302647,1,1,1,False,False,True,False
afe6d406-c9c4-484c-b540-8ad6daff1f03,130.03,customer,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.1794069093851463,0.19446324861542102,0.19446324861542102,23.328280427350574,25.286056217463194,25.286056217463194,1,1,1,False,False,True,False
6543a5de-0116-4402-afe8-0b0c4549f714,418.93,population,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.358724321162252,0.38659351511142276,0.38659351511142276,150.28037986450224,161.95562128562833,161.95562128562833,0,0,0,False,False,True,False
e3f433fd-d6d2-49c7-86c1-57ce9b293764,342.2,customer,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.16383224352182685,0.1769488312897981,0.1769488312897981,56.06339373316914,60.55189006736891,60.55189006736891,0,0,0,False,False,True,False
79635873-3507-46d0-9621-6549bec4beaa,588.66,population,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.3968894619165747,0.4251708222305652,0.4251708222305652,233.63295065181086,250.28105621424447,250.28105621424447,0,0,0,False,False,True,False
76bb3f0e-94c5-4f2b-b262-5fa19cd0e49e,778.73,customer,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.15300545602202,0.1647099217585396,0.1647099217585396,119.14993876802764,128.26455737102754,128.26455737102754,1,1,1,False,False,True,False
e44e7e48-cfef-4316-af38-617bb1ace9cd,174.81,population,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.32308311559069286,0.34985362737722414,0.34985362737722414,56.47815943640902,61.157912601812555,61.157912601812555,0,0,0,False,False,True,False
f3ab3d88-5e2d-4469-9bcb-58b5b6ee9c66,130.89,population,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.28727549030688176,0.31222312751090386,0.31222312751090386,37.60148892626775,40.8668851599022,40.8668851599022,0,0,0,False,False,True,False
c7e7b2eb-c954-409d-a871-95ff4763856f,153.84,population,unknown,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.37966182868607645,0.40785284419101236,0.40785284419101236,58.407175725066004,62.74408155034534,62.74408155034534,0,1,1,False,False,True,False
5c446e05-cffc-4e37-bf20-07fb2b1db123,82.51,customer,unknown_or_ambiguous,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.25321549559169576,0.27574753315133094,0.27574753315133094,20.89281054127082,22.751928960316317,22.751928960316317,1,0,0,False,False,True,False
8c5cefb7-5c20-4902-b159-f957c2f1cd6e,552.31,customer,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.16570796155260886,0.1790640730368991,0.1790640730368991,91.52216424512139,98.89887817900974,98.89887817900974,0,0,0,False,False,True,False
b453830e-e43f-4ae1-849b-3abfc8037b55,314.88,population,unknown,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.3786428854871635,0.4068236668767491,0.4068236668767491,119.22707178219805,128.10063622615075,128.10063622615075,1,1,1,False,False,True,False
df4b6b02-a501-4d16-8a6d-a08265a3de69,569.69,population,unknown,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.3770319758521295,0.4051954532576972,0.4051954532576972,214.79134632319966,230.83579776637754,230.83579776637754,0,1,1,False,False,True,False
11b29796-a6c2-4c68-a8d0-81f3f7bd9961,70.12,population,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.28444878776483157,0.3092213292960244,0.3092213292960244,19.94554899806999,21.682599610237233,21.682599610237233,0,0,0,False,False,True,False
5148b2ff-dd61-4433-97d6-ae490eb0c0b7,110.3,customer,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.18682354926569186,0.2027626555627715,0.2027626555627715,20.606637484005812,22.364720908573698,22.364720908573698,0,0,0,False,False,True,False
2ecd6d56-42b1-4e33-8b24-f958bd21ba91,582.2,population,insufficient_funds,2025-03-04 09:00:00+00:00,2025-03-04 09:00:00+00:00,2025-03-04 09:00:00+00:00,0.4126927701971563,0.4126927701971563,0.4126927701971563,240.2697308087844,240.2697308087844,240.2697308087844,0,0,0,True,True,True,True
8ae1ae41-f604-4513-a188-456be151ed9b,250.74,customer,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.1824153535062078,0.1978330641957557,0.1978330641957557,45.738825738146545,49.60466251644378,49.60466251644378,0,0,0,False,False,True,False
86147b4f-da58-4879-9f6f-2643dc75f89d,838.28,customer,insufficient_funds,2025-03-02 09:00:00+00:00,2025-03-03 09:00:00+00:00,2025-03-03 09:00:00+00:00,0.16316796745539378,0.17619935566256648,0.17619935566256648,136.7804437585075,147.70439586481623,147.70439586481623,0,0,0,False,False,True,False
