mandate_id,strategy,initial_amount,recovered_amount,recovered_boolean,attempt_count,retry_budget_exhausted,stop_reason,policy_violation_count,execution_error_count,amount_at_risk
d6cd3155-08a8-ac7f-8621-38ad0f09105c,NoRecovery,110.25,0.0,False,0,False,No Recovery Baseline,369,0,110.25
e9aa144b-9dd4-3675-ef14-5064aab07015,NoRecovery,726.8,0.0,False,0,False,No Recovery Baseline,369,0,726.8
0406ff44-7ce4-0679-a8c6-dbc07bb3447b,NoRecovery,369.72,0.0,False,0,False,No Recovery Baseline,369,0,369.72
cb80f288-446f-64dd-5abc-a6e5d0b1e3eb,NoRecovery,44.15,0.0,False,0,False,No Recovery Baseline,369,0,44.15
4ccb2355-39d1-c7ff-b27e-1442fd7fe973,NoRecovery,130.03,0.0,False,0,False,No Recovery Baseline,369,0,130.03
d867888b-7ff6-b824-152a-eaec2bdfcb41,NoRecovery,418.93,0.0,False,0,False,No Recovery Baseline,369,0,418.93
47c68688-ecf3-2053-af36-b8cc13087974,NoRecovery,342.2,0.0,False,0,False,No Recovery Baseline,369,0,342.2
a879d8f8-9042-2eb7-8b04-0f53e63949d4,NoRecovery,588.66,0.0,False,0,False,No Recovery Baseline,369,0,588.66
3508507a-f622-d842-0402-2b3c508211a5,NoRecovery,778.73,0.0,False,0,False,No Recovery Baseline,369,0,778.73
9d264599-c4dd-8df5-9aec-56a857311609,NoRecovery,143.11,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0,143.11
16591c89-21eb-faa9-1a2b-d69c450f69ee,NoRecovery,174.81,0.0,False,0,False,No Recovery Baseline,369,0,174.81
8e969227-72e7-6b51-6e54-ac6d2ff8e87e,NoRecovery,130.89,0.0,False,0,False,No Recovery Baseline,369,0,130.89
c777a07f-6346-d4ef-69ef-74e34ab6821c,NoRecovery,153.84,0.0,False,0,False,No Recovery Baseline,369,0,153.84
8f3dc97f-e6b0-da0a-b98f-5dbe15aede0f,NoRecovery,563.96,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0,563.96
46a56fe8-6f46-f1b1-2ace-1aa9103246b3,NoRecovery,82.51,0.0,False,0,False,No Recovery Baseline,369,0,82.51
c85cd714-7bf6-9552-4cbc-90446bcd5ce7,NoRecovery,552.31,0.0,False,0,False,No Recovery Baseline,369,0,552.31
75366b9f-320f-72c0-9dde-01889803b22e,NoRecovery,314.88,0.0,False,0,False,No Recovery Baseline,369,0,314.88
d773f98d-550c-2fe9-654c-11d9f2e61828,NoRecovery,569.69,0.0,False,0,False,No Recovery Baseline,369,0,569.69
6e3cdd4f-55b1-45e4-70b2-7304545cd88d,NoRecovery,695.27,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0,695.27
2d79a2d1-506e-50c7-7aa0-61e9336b00cb,NoRecovery,70.12,0.0,False,0,False,No Recovery Baseline,369,0,70.12
51b30182-f7fe-604f-65f3-0779f6ee5cdb,NoRecovery,110.3,0.0,False,0,False,No Recovery Baseline,369,0,110.3
33261887-9058-81df-ee9b-f3e11d27c09a,NoRecovery,582.2,0.0,False,0,False,No Recovery Baseline,369,0,582.2
40afbf3f-3df5-1967-4d86-70bda2224f96,NoRecovery,287.47,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0,287.47
2a9528c3-5ae1-dbad-aa29-60fda85894df,NoRecovery,394.34,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0,394.34
1b1f2eb1-6e32-55a8-cbd5-cc86f73936e9,NoRecovery,250.74,0.0,False,0,False,No Recovery Baseline,369,0,250.74
38d5101f-423c-ad9d-193e-478302b34254,NoRecovery,838.28,0.0,False,0,False,No Recovery Baseline,369,0,838.28
768b4f7e-6421-5e66-5fc6-4cd0721e8b1f,NoRecovery,431.98,0.0,False,0,False,No Recovery Baseline,369,0,431.98
4ba17233-1ac3-bf31-7b96-e2d10649bcf6,NoRecovery,49.76,0.0,False,0,False,No Recovery Baseline,369,0,49.76
57d337d3-4fd8-0bbb-592c-11072444d301,NoRecovery,234.43,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0,234.43
0b705933-4cde-1b6b-1132-567c51a40d2a,NoRecovery,715.1,0.0,False,0,False,No Recovery Baseline,369,0,715.1
05c8234b-1d76-3a66-b5f5-9cb0cf685878,NoRecovery,163.91,0.0,False,0,False,No Recovery Baseline,369,0,163.91
a84554c3-a3f6-6c61-2fb7-0dab2f383b43,NoRecovery,586.4,0.0,False,0,False,No Recovery Baseline,369,0,586.4
0123a348-638a-bdf6-6df7-2cd3979aa051,NoRecovery,41.53,0.0,False,0,False,No Recovery Baseline,369,0,41.53
7d4ed26e-dcd5-bfae-abb3-16a743299780,NoRecovery,380.63,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0,380.63
503b4078-a39c-9ec6-f746-4c02871854c1,NoRecovery,259.2,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0,259.2
8991b01a-a2b0-3c4b-7c96-6b552f8d8ded,NoRecovery,36.82,0.0,False,0,False,No Recovery Baseline,369,0,36.82
8fc3d7d3-f6bd-80c7-624a-2a50d0b1fde0,NoRecovery,83.06,0.0,False,0,False,No Recovery Baseline,369,0,83.06
8b0901ab-c66d-ceb3-4494-5e091d3ca5a4,NoRecovery,549.23,0.0,False,0,False,No Recovery Baseline,369,0,549.23
0840405a-ffd2-f491-dff3-89aa4c36a70c,NoRecovery,252.9,0.0,False,0,False,No Recovery Baseline,369,0,252.9
f3d04ffb-4470-9848-929e-cc924a11be44,NoRecovery,359.15,0.0,False,0,False,No Recovery Baseline,369,0,359.15
600b4b35-6a0a-a7d5-a0b8-575544caa5a2,NoRecovery,751.14,0.0,False,0,False,No Recovery Baseline,369,0,751.14
cb6ad0c7-a235-6dd4-1355-08d073b5bad5,NoRecovery,426.2,0.0,False,0,False,No Recovery Baseline,369,0,426.2
94fb09f0-53c9-3ae7-7cf0-7bb3f343d9eb,NoRecovery,19.08,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0,19.08
cbb18c79-1036-708d-d9a0-90075bb47c18,NoRecovery,196.16,0.0,False,0,False,No Recovery Baseline,369,0,196.16
f7d7465d-37c3-b3c9-65d0-b51788d00abd,NoRecovery,222.26,0.0,False,0,False,No Recovery Baseline,369,0,222.26
7ea5a387-363b-e5cb-d329-37246dfd171a,NoRecovery,31.22,0.0,False,0,False,No Recovery Baseline,369,0,31.22
216e9fe5-93f3-7596-8c1c-8b0556771f36,NoRecovery,34.2,0.0,False,0,False,No Recovery Baseline,369,0,34.2
c9ce44bd-7c3f-1add-da38-5db590eeb067,NoRecovery,366.03,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0,366.03
28719b9b-db8f-0e32-edef-50031fce01e3,NoRecovery,491.8,0.0,False,0,False,No Recovery Baseline,369,0,491.8
fee5ce69-33cb-202e-6d84-414df54191ea,NoRecovery,885.04,0.0,False,0,False,No Recovery Baseline,369,0,885.04
a0279a18-6576-a410-0d41-ee472a5fda18,NoRecovery,73.71,0.0,False,0,False,No Recovery Baseline,369,0,73.71
c156e501-b30e-96e8-b9da-5f8c4e35da80,NoRecovery,207.52,0.0,False,0,False,No Recovery Baseline,369,0,207.52
36a2c52b-0047-3139-185d-f528b4258e19,NoRecovery,496.03,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0,496.03
7a4a902f-21d6-3b0f-b1ac-040d6c1cc405,NoRecovery,372.71,0.0,False,0,False,No Recovery Baseline,369,0,372.71
16de66c9-6210-def6-3a9c-43081221cddf,NoRecovery,159.78,0.0,False,0,False,No Recovery Baseline,369,0,159.78
9c3de1b0-022b-6683-9033-da6587cf63fd,NoRecovery,281.24,0.0,False,0,False,No Recovery Baseline,369,0,281.24
3f87dfc2-1591-52f2-a505-da9c46e75a2c,NoRecovery,100.8,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0,100.8
f0f7ad22-c76a-8e0f-48f0-91f09b8b38ae,NoRecovery,310.25,0.0,False,0,False,No Recovery Baseline,369,0,310.25
d8d994b8-d90f-74e9-06dd-f6cab0c30a59,NoRecovery,689.82,0.0,False,0,False,No Recovery Baseline,369,0,689.82
a56b61e0-4ba8-a4ca-6449-cb6fbf72ae52,NoRecovery,632.21,0.0,False,0,False,No Recovery Baseline,369,0,632.21
a3595d1f-7fe4-a42e-3db7-88a61cdcc4c2,NoRecovery,169.89,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0,169.89
15669e36-4708-203b-2716-10c19db54283,NoRecovery,392.2,0.0,False,0,False,No Recovery Baseline,369,0,392.2
ebc1bb52-82e4-dd4a-143a-c1c54f560ed5,NoRecovery,902.62,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0,902.62
27c6cbb1-cedd-069d-f96c-9a0a3404c02a,NoRecovery,61.38,0.0,False,0,False,No Recovery Baseline,369,0,61.38
55c34853-0783-e43c-e65f-ad87c57c7498,NoRecovery,405.74,0.0,False,0,False,No Recovery Baseline,369,0,405.74
7f0386fa-13ba-dc91-a0a5-fde6939f71a2,NoRecovery,483.36,0.0,False,0,False,No Recovery Baseline,369,0,483.36
0e3141ec-5c31-1464-82c2-99f07487d772,NoRecovery,193.78,0.0,False,0,False,Mandate status is MandateStatus.REVOKED,372,0,193.78
ac5f12ef-8085-c147-1e91-0f365f705b25,NoRecovery,429.25,0.0,False,0,False,No Recovery Baseline,369,0,429.25
f8cbab4c-9779-0e84-5e47-2e2276c3e642,NoRecovery,77.16,0.0,False,0,False,No Recovery Baseline,369,0,77.16
c6a07656-c5c9-fb91-ff6e-f9ed7e4ce29f,NoRecovery,386.98,0.0,False,0,False,Mandate status is MandateStatus.EXPIRED,372,0,386.98
061efb95-68f8-2063-eeb1-9ad201a1fb0f,NoRecovery,420.15,0.0,False,0,False,No Recovery Baseline,369,0,420.15
bcf2fc3b-d958-74c2-6053-8c1ba84510a1,NoRecovery,31.13,0.0,False,0,False,No Recovery Baseline,369,0,31.13
34879e41-1a9c-672a-4eb9-047dba2ac3d9,NoRecovery,577.11,0.0,False,0,False,No Recovery Baseline,369,0,577.11
47a2a10b-b62e-db49-2472-96a4ff38b918,NoRecovery,64.38,0.0,False,0,False,No Recovery Baseline,369,0,64.38
69be173a-850e-f0ad-d872-f72ee5b4a1ae,NoRecovery,141.36,0.0,False,0,False,No Recovery Baseline,369,0,141.36
755d814b-5f5b-a255-e544-9887b36ab3ed,NoRecovery,73.38,0.0,False,0,False,No Recovery Baseline,369,0,73.38
